"direccion","lat","lon"
"TRONADOR 2411, CABA, Argentina",-34.5682657530612,-58.4746421530612
"SIMBRON 4776, CABA, Argentina",-34.6113739959184,-58.5159943714286
"ESTADO PLURINACIONAL DE BOLIVIA 990, CABA, Argentina",-34.6201226408163,-58.4697989122449
"ANTEZANA 595, CABA, Argentina",-34.6066663673469,-58.4475017959184
"ZAMUDIO 4950, CABA, Argentina",-34.5807331836735,-58.4985524938775
"DONADO 3740, CABA, Argentina",-34.5572188632653,-58.4873041081633
"TUCUMAN 1687, CABA, Argentina",-34.6018331333333,-58.3910576
"HEREDIA 921, CABA, Argentina",-34.5826317857143,-58.4633006795918
"BOGOTA 220, CABA, Argentina",-34.6223339,-58.4555554
"VERA 1355, CABA, Argentina",-34.5914325833333,-58.444725725
"PRINGLES 281, CABA, Argentina",-34.609118,-58.4275346326531
"BUCARELLI 1425, CABA, Argentina",-34.5847211087293,-58.479804375735
"HUMAHUACA 3570, CABA, Argentina",-34.6028726938776,-58.4150909591837
"PACHECO 3269, CABA, Argentina",-34.5656170204082,-58.4899604489796
"RIVADAVIA AV. 3764, CABA, Argentina",-34.6204106,-58.4412692
"CHARCAS 5151, CABA, Argentina",-34.5781207244898,-58.4303802183673
"GUALEGUAYCHU 3386, CABA, Argentina",-34.6044844857143,-58.5110520428571
"AZCUENAGA 376, CABA, Argentina",-34.6051287326531,-58.4008688714286
"QUEVEDO 3843, CABA, Argentina",-34.6082885142857,-58.5220930285714
"MONTAÑESES 2474, CABA, Argentina",-34.554026677551,-58.4519418408163
"MEXICO 1331, CABA, Argentina",-34.6153694489796,-58.3849717142857
"PORTELA 57, CABA, Argentina",-34.6325982571429,-58.4731981428571
"ARMENIA 2423, CABA, Argentina",-34.5844663,-58.419623
"EPECUEN 5086, CABA, Argentina",-34.5877896,-58.5126317
"LUGONES 1419, CABA, Argentina",-34.5805099897959,-58.4735590040816
"ECUADOR 470, CABA, Argentina",-34.6046246530612,-58.4080946938776
"DEFENSA 1219, CABA, Argentina",-34.6101307,-58.3720408
"SIMBRON 3783, CABA, Argentina",-34.6039454489796,-58.5043985612245
"SARMIENTO 1270, CABA, Argentina",-34.6052276040816,-58.3845824081633
"CULLEN 4965, CABA, Argentina",-34.5719226285714,-58.4863083857143
"PIEDRAS 1477, CABA, Argentina",-34.6260402285714,-58.3764922959184
"PRINGLES 288, CABA, Argentina",-34.609044,-58.427807755102
"RAUCH 3962, CABA, Argentina",-34.6001489918367,-58.4199219346939
"PAYSANDU 2253, CABA, Argentina",-34.5993206762712,-58.4566464288136
"PEÑA 2775, CABA, Argentina",-34.5874122244898,-58.4025975918367
"VIDT 2090, CABA, Argentina",-34.5877074653061,-58.4126343285714
"EL ZONDA 1618, CABA, Argentina",-34.6385954489796,-58.4383585102041
"BAIGORRIA 3558, CABA, Argentina",-34.6068952857143,-58.4961834285714
"CALLAO AV. 1834, CABA, Argentina",-34.604451,-58.3927552
"LAVALLE 1725, CABA, Argentina",-34.6030429918367,-58.3915422408163
"DOBLAS 475, CABA, Argentina",-34.6220971346939,-58.4309247387755
"TILCARA 3451, CABA, Argentina",-34.6556322857143,-58.4214124285714
"15 DE NOVIEMBRE DE 1889 2573, CABA, Argentina",-34.6335444489796,-58.3992597591837
"ESTADO DE ISRAEL AV. 4334, CABA, Argentina",-34.6020928,-58.4320089
"2 DE ABRIL DE 1982 6972, CABA, Argentina",-34.6788340778518,-58.4945286479358
"MONTIEL 2988, CABA, Argentina",-34.6693021612245,-58.5030308979592
"EMPEDRADO 2344, CABA, Argentina",-34.5997541375,-58.4812315875
"MAZA 1246, CABA, Argentina",-34.6259700265306,-58.4145506367347
"MALABIA 268, CABA, Argentina",-34.6000551891304,-58.4411756652174
"GALLO 843, CABA, Argentina",-34.5998204142857,-58.4120967
"ZAÑARTU 451, CABA, Argentina",-34.6381339183674,-58.4247793469388
"LA HUERTA 6986, CABA, Argentina",-34.6418023,-58.5245525285714
"DIRECTORIO AV. 7279, CABA, Argentina",-34.6651567387755,-58.5092900591837
"RIESTRA AV. 5565, CABA, Argentina",-34.6759434979592,-58.4741155061225
"AVENIDA DEL LIBERTADOR 5284, CABA, Argentina",-34.5626489034483,-58.4411662724138
"BARRAGAN 986, CABA, Argentina",-34.6274748428571,-58.5251884857143
"GURRUCHAGA 1152, CABA, Argentina",-34.5924716153846,-58.4342842051282
"ARENALES 1960, CABA, Argentina",-34.5946968408163,-58.3953125285714
"CHARLONE 926, CABA, Argentina",-34.5812586897959,-58.4564786061225
"PLAZA 2625, CABA, Argentina",-34.5811497,-58.3856872915888
"RIVADAVIA AV. 8241, CABA, Argentina",-34.6204106,-58.4412692
"SUAREZ 1615, CABA, Argentina",-34.633726,-58.3548981
"OLLEROS 2087, CABA, Argentina",-34.5677028121212,-58.4413769454545
"ESTADOS UNIDOS 854, CABA, Argentina",-34.618595,-58.3780436
"GAVILAN 320, CABA, Argentina",-34.6253539489796,-58.4613099795918
"REMEDIOS 5732, CABA, Argentina",-34.6573435061225,-58.4947925979592
"ARGERICH 731, CABA, Argentina",-34.6242231755102,-58.4742764183673
"GAONA AV. 3869, CABA, Argentina",-34.6230729,-58.4793636
"BAHIA BLANCA 4439, CABA, Argentina",-34.5964408571429,-58.5133959591837
"WASHINGTON 3811, CABA, Argentina",-34.5537218306122,-58.4820849346939
"INCLAN 3956, CABA, Argentina",-34.6332881428571,-58.419895755102
"ACHAVAL 505, CABA, Argentina",-34.6303440285714,-58.4482501142857
"24 DE NOVIEMBRE 2291, CABA, Argentina",-34.6375368142857,-58.4091460326531
"ARENALES 2374, CABA, Argentina",-34.5939448755102,-58.4003672959184
"JUNCAL 4648, CABA, Argentina",-34.5765833942857,-58.4240697685714
"NAZCA AV. 3167, CABA, Argentina",-34.630944,-58.4704936
"MEDRANO 1238, CABA, Argentina",-34.5948835122449,-58.4198360959184
"HUSARES 1935, CABA, Argentina",-34.5548984816327,-58.4407596693878
"SUIPACHA 771, CABA, Argentina",-34.5993956714286,-58.3796683
"NAVARRO 2853, CABA, Argentina",-34.5938610061224,-58.4944871204082
"CERETTI 2686, CABA, Argentina",-34.5759697142857,-58.4949326
"CHINA 4021, CABA, Argentina",-34.5790691,-58.4762879
"MEDRANO AV. 325, CABA, Argentina",-34.606979,-58.421265
"VALLE 376, CABA, Argentina",-34.6243218510204,-58.4327161020408
"TALCAHUANO 1038, CABA, Argentina",-34.5965230673469,-58.3857701183673
"ROSETI 2033, CABA, Argentina",-34.5815004285714,-58.470022455102
"SAN PEDRITO 1450, CABA, Argentina",-34.6464309387755,-58.4566740612245
"PASCO 748, CABA, Argentina",-34.617793322449,-58.3975071571429
"FRENCH 2647, CABA, Argentina",-34.5895948163265,-58.4012894081633
"HONDURAS 4341, CABA, Argentina",-34.5931615326531,-58.4237930081633
"MORETO 325, CABA, Argentina",-34.6403071755102,-58.4899821530612
"PIEDRAS 962, CABA, Argentina",-34.6192519836735,-58.3772236081633
"AUSTRIA 2175, CABA, Argentina",-34.5876232857143,-58.4032332857143
"INCLAN 3501, CABA, Argentina",-34.632317,-58.414643
"GURRUCHAGA 2271, CABA, Argentina",-34.5849121285714,-58.4223135428571
"BAUNESS 1273, CABA, Argentina",-34.5861136632653,-58.4775885428571
"DONIZETTI 41, CABA, Argentina",-34.6376152591837,-58.4965391938776
"ANDALGALA 2475, CABA, Argentina",-34.6648620591837,-58.5038540857143
"BRANDSEN 1439, CABA, Argentina",-34.6375468285714,-58.3723673897959
"PASO 91, CABA, Argentina",-34.6088967591837,-58.4032683040816
"JARAMILLO 2609, CABA, Argentina",-34.5491745306122,-58.4710042265306
"DIAZ COLODRERO 3409, CABA, Argentina",-34.5648495306122,-58.4924383285714
"CLAY 3070, CABA, Argentina",-34.5725833653061,-58.4288213612245
"LASCANO 6516, CABA, Argentina",-34.6300725571429,-58.5245689857143
"HUERGO 244, CABA, Argentina",-34.5733411714286,-58.4313616714286
"ALBARELLOS AV. 2872, CABA, Argentina",-34.5775263,-58.509558475
"LAMBARE 1181, CABA, Argentina",-34.6000929469388,-58.4297067673469
"ESTADOS UNIDOS 2658, CABA, Argentina",-34.6198884714286,-58.4026792571429
"FRAGA 435, CABA, Argentina",-34.5856157918367,-58.4503367591837
"PRINGLES 1289, CABA, Argentina",-34.5968228714286,-58.4262513204082
"MOZART 1317, CABA, Argentina",-34.6502602204082,-58.4815386734694
"CORRIENTES AV. 5753, CABA, Argentina",-34.6041224,-58.4053431
"CALDAS 1712, CABA, Argentina",-34.5846102205128,-58.4684787410256
"BARCO CENTENERA del 531, CABA, Argentina",-34.6254218,-58.440687825
"TINOGASTA 2841, CABA, Argentina",-34.5978696734694,-58.491377044898
"LAGUNA 399, CABA, Argentina",-34.6390285,-58.4807088
"BUCARELLI 1526, CABA, Argentina",-34.5843800342,-58.4812244813324
"FRAY JUSTO SANTA MARIA DE ORO 2153, CABA, Argentina",-34.582946655102,-58.4275441489796
"LAUTARO 1492, CABA, Argentina",-34.6419567734694,-58.4472879285714
"BUCARELLI 1989, CABA, Argentina",-34.5796518571429,-58.4845970816327
"FRANKLIN 1784, CABA, Argentina",-34.615102877551,-58.4599495142857
"RIVADAVIA AV. 3269, CABA, Argentina",-34.6204106,-58.4412692
"LYNCH 3868, CABA, Argentina",-34.6531422244898,-58.4146902653061
"WASHINGTON 3844, CABA, Argentina",-34.5535870571429,-58.4823742285714
"AVENIDA DEL LIBERTADOR 6032, CABA, Argentina",-34.5876926,-58.3838265
"MEDRANO AV. 455, CABA, Argentina",-34.6054108020408,-58.4211250530612
"MONTAÑESES 2277, CABA, Argentina",-34.5557182794118,-58.4502675117647
"RIVADAVIA AV. 6346, CABA, Argentina",-34.6204106,-58.4412692
"ARCOS 4178, CABA, Argentina",-34.5433049346939,-58.468351977551
"BUCARELLI 1123, CABA, Argentina",-34.5883963265306,-58.4770459387755
"OLIVERA AV. 734, CABA, Argentina",-34.6458967877551,-58.4842838489796
"AMENABAR 833, CABA, Argentina",-34.5716523673469,-58.4475244408163
"CARACAS 4767, CABA, Argentina",-34.5814528632653,-58.4958088346939
"SAN BLAS 2045, CABA, Argentina",-34.6058987833333,-58.470960575
"ARCOS 1641, CABA, Argentina",-34.5645943020408,-58.4500669346939
"SOLER 5876, CABA, Argentina",-34.578749844898,-58.4353540632653
"DIRECTORIO AV. 1657, CABA, Argentina",-34.6304470142857,-58.451163
"RIVADAVIA AV. 5651, CABA, Argentina",-34.6204106,-58.4412692
"CIUDAD DE LA PAZ 556, CABA, Argentina",-34.5727081673469,-58.4443194102041
"MONTAÑESES 2283, CABA, Argentina",-34.5556772941177,-58.4503012176471
"PACHECO 2925, CABA, Argentina",-34.5852235285714,-58.4039448367347
"MORETO 1763, CABA, Argentina",-34.65367605,-58.47546275
"SENILLOSA 415, CABA, Argentina",-34.6211108285714,-58.4294934285714
"GELLY 3434, CABA, Argentina",-34.5851706,-58.396481161019
"LA FRONDA 1674, CABA, Argentina",-34.6109942877551,-58.4690501040816
"RENQUE CURA 1861, CABA, Argentina",-34.6216550387755,-58.5079581632653
"SAN BLAS 5471, CABA, Argentina",-34.6313725714286,-58.5098452857143
"CORDOBA AV. 3545, CABA, Argentina",-34.5991974,-58.4039401
"DEHEZA 3193, CABA, Argentina",-34.5439895591837,-58.4815807836735
"CARBAJAL 3636, CABA, Argentina",-34.5747123897959,-58.4655851020408
"MEXICO 4273, CABA, Argentina",-34.620448875,-58.4264845416667
"SOLDADO DE LA FRONTERA AV. 5386, CABA, Argentina",-34.6890989,-58.4601317
"SANABRIA 2773, CABA, Argentina",-34.6107975,-58.5065541666667
"FRAY CAYETANO RODRIGUEZ 221, CABA, Argentina",-34.6268070428571,-58.4634556367347
"YERBAL 2109, CABA, Argentina",-34.6263881346939,-58.459659722449
"BAUNESS 2834, CABA, Argentina",-34.5717599612245,-58.4904696734694
"BACACAY 3231, CABA, Argentina",-34.6294847897959,-58.4749661102041
"GALLO 1106, CABA, Argentina",-34.5967698816327,-58.4118168367347
"FRAY JUSTO SANTA MARIA DE ORO 2223, CABA, Argentina",-34.5821801755102,-58.4268432612245
"CONDE 3474, CABA, Argentina",-34.5552413469388,-58.4759749387755
"GARCIA DEL RIO 4119, CABA, Argentina",-34.5517465,-58.4785109
"VUELTA DE OBLIGADO 4249, CABA, Argentina",-34.5435875326531,-58.4705185959184
"FITZ ROY 1853, CABA, Argentina",-34.5830693163265,-58.4348965020408
"SOLER 6077, CABA, Argentina",-34.5770072693878,-58.4373778285714
"AQUINO 5190, CABA, Argentina",-34.6711021244898,-58.4728650244898
"AGUILAR 2477, CABA, Argentina",-34.5698704755102,-58.4479824571429
"BOYACA AV. 86, CABA, Argentina",-34.6258658571429,-58.4573865428571
"GALLARDO 374, CABA, Argentina",-34.6348879428571,-58.5242606857143
"BLANCO ENCALADA 4001, CABA, Argentina",-34.5690817,-58.4758062
"PEDERNERA 45, CABA, Argentina",-34.6298576687082,-58.4639092036396
"ARAOZ 1905, CABA, Argentina",-34.5895992918367,-58.4211775346939
"PARAGUAY 5252, CABA, Argentina",-34.5790900122449,-58.431513477551
"SANABRIA 1835, CABA, Argentina",-34.6193237285714,-58.4986448979592
"ZADO 3406, CABA, Argentina",-34.5721439387755,-58.5032777755102
"RIVADAVIA AV. 1958, CABA, Argentina",-34.6204106,-58.4412692
"CERVANTES 1841, CABA, Argentina",-34.6223248408163,-58.5084154510204
"PAEZ 1772, CABA, Argentina",-34.6170162857143,-58.4589127142857
"MEDRANO 1139, CABA, Argentina",-34.5960534306122,-58.4197803755102
"SARMIENTO 1741, CABA, Argentina",-34.6055247959184,-58.3913956734694
"ROJAS 726, CABA, Argentina",-34.6125960816327,-58.4450280816327
"BOULOGNE SUR MER 917, CABA, Argentina",-34.5994319,-58.4050849918367
"RIVADAVIA AV. 8818, CABA, Argentina",-34.6204106,-58.4412692
"COSTA RICA 4192, CABA, Argentina",-34.5916528693878,-58.4222688163265
"QUESADA 2670, CABA, Argentina",-34.5557628571429,-58.4657235714286
"CORREA 2562, CABA, Argentina",-34.5445550878788,-58.4739832181818
"ALTOLAGUIRRE 2808, CABA, Argentina",-34.5737124285714,-58.4936890816327
"PRINGLES 1377, CABA, Argentina",-34.5958514836735,-58.4250781326531
"MEXICO 3722, CABA, Argentina",-34.6200476666667,-58.4185046666667
"LA PAMPA 5167, CABA, Argentina",-34.5801911897959,-58.4809532020408
"PERU 1552, CABA, Argentina",-34.6085776,-58.3745001
"SANTANDER 1760, CABA, Argentina",-34.6373492244898,-58.444654877551
"GALLO 781, CABA, Argentina",-34.6005979183673,-58.4122406326531
"11 DE SEPTIEMBRE DE 1888 3201, CABA, Argentina",-34.5485746,-58.4591349
"JUFRE 978, CABA, Argentina",-34.5910169183674,-58.4368571428571
"ALBERTI 583, CABA, Argentina",-34.6163185816327,-58.4012906408163
"HELGUERA 2718, CABA, Argentina",-34.6037881020408,-58.4916183265306
"QUEVEDO 3392, CABA, Argentina",-34.6117743755102,-58.5182952142857
"PLAZA 3120, CABA, Argentina",-34.5811497,-58.3856872915888
"ESPRONCEDA 2657, CABA, Argentina",-34.6171643142857,-58.5282588285714
"ECHEVERRIA 2935, CABA, Argentina",-34.5658818061224,-58.4609736571429
"MIRALLA 12, CABA, Argentina",-34.6395552408163,-58.5112628591837
"NEUQUEN 2910, CABA, Argentina",-34.6213304,-58.4741304333333
"ASUNCION 2687, CABA, Argentina",-34.5905129326531,-58.4944698
"MURGUIONDO 151, CABA, Argentina",-34.6409344,-58.518683444898
"BOLIVAR 690, CABA, Argentina",-34.6081095,-58.3733107
"ARMENIA 2130, CABA, Argentina",-34.5844663,-58.419623
"CUCHA CUCHA 2740, CABA, Argentina",-34.5998036673469,-58.467256655102
"ASAMBLEA AV. 1436, CABA, Argentina",-34.636589922449,-58.4446455489796
"COCHABAMBA 1746, CABA, Argentina",-34.6240589469388,-58.3904822346939
"CORRIENTES AV. 3019, CABA, Argentina",-34.6041224,-58.4053431
"COSTA RICA 4260, CABA, Argentina",-34.591193390291,-58.4228554778218
"LA PAMPA 4100, CABA, Argentina",-34.5744834,-58.4707306
"CORDOBA AV. 5246, CABA, Argentina",-34.5991974,-58.4039401
"SOLDADO DE LA FRONTERA AV. 5358, CABA, Argentina",-34.6890989,-58.4601317
"NAZCA 5441, CABA, Argentina",-34.5803007673469,-58.5074304734694
"GUARDIA VIEJA 4281, CABA, Argentina",-34.6001944285714,-58.4248524285714
"MERCEDES 2722, CABA, Argentina",-34.6098901938775,-58.5042055938776
"TUYUTI 7240, CABA, Argentina",-34.6448921705882,-58.5276857558824
"ORTEGA Y GASSET 1675, CABA, Argentina",-34.5688337816327,-58.4314684734694
"FINOCHIETTO ENRIQUE DR. 854, CABA, Argentina",-34.6303661163265,-58.3758224346939
"JUNIN 1621, CABA, Argentina",-34.5898983183673,-58.393601355102
"PUEYRREDON AV. 1311, CABA, Argentina",-34.5949245,-58.4031408
"ALVEAR AV. 1889, CABA, Argentina",-34.5877471,-58.3887383
"MEXICO 277, CABA, Argentina",-34.6147463510204,-58.3703610714286
"RIVADAVIA AV. 6141, CABA, Argentina",-34.6204106,-58.4412692
"ACONCAGUA 5879, CABA, Argentina",-34.6463822408163,-58.5060443346939
"TRIUNVIRATO AV. 5177, CABA, Argentina",-34.5857804,-58.4543496
"CAMPANA 3325, CABA, Argentina",-34.6000236122449,-58.4980491632653
"PARAGUAY 3349, CABA, Argentina",-34.593336755102,-58.4130963408163
"ZABALA 2857, CABA, Argentina",-34.5720237,-58.4523961
"AVENIDA DE LOS INCAS 3156, CABA, Argentina",-34.5711567081633,-58.4590505795918
"BULNES 2631, CABA, Argentina",-34.5818142428571,-58.4064078836735
"CORRIENTES AV. 3841, CABA, Argentina",-34.6041224,-58.4053431
"ARCOS 3889, CABA, Argentina",-34.5452965530612,-58.4666440877551
"LAUTARO 412, CABA, Argentina",-34.6320441428571,-58.4552667346939
"CHIVILCOY AV. 5075, CABA, Argentina",-34.5917486081633,-58.518904177551
"HONDURAS AV. 3931, CABA, Argentina",-34.5851501,-58.4345243
"AVENIDA SANTA FE 2989, CABA, Argentina",-34.5909203653061,-58.4076866102041
"ESMERALDA 479, CABA, Argentina",-34.6026417734694,-58.378037155102
"SAN BLAS 4837, CABA, Argentina",-34.6252391714286,-58.5029969306122
"ARRIBEÑOS 1435, CABA, Argentina",-34.5643777204082,-58.4448327653061
"BURELA 3263, CABA, Argentina",-34.5700377510204,-58.4979161877551
"CHARCAS 2578, CABA, Argentina",-34.5954913734694,-58.4038305204082
"ARRIBEÑOS 2212, CABA, Argentina",-34.5570287,-58.4511222
"PASO 160, CABA, Argentina",-34.6080437081633,-58.4035164061224
"AYACUCHO 1249, CABA, Argentina",-34.5940457285714,-58.3957052653061
"CALIFORNIA 1352, CABA, Argentina",-34.6459173877551,-58.3691129183673
"RIVADAVIA AV. 8245, CABA, Argentina",-34.6204106,-58.4412692
"CAMACUA 331, CABA, Argentina",-34.6315486530612,-58.4569625979592
"TALCAHUANO 442, CABA, Argentina",-34.6034223142857,-58.3852364591837
"QUESADA 5665, CABA, Argentina",-34.5719366666667,-58.4970569583333
"STEPHENSON 2755, CABA, Argentina",-34.5857539,-58.461536
"PIZARRO 6134, CABA, Argentina",-34.6489784285714,-58.5076521020408
"FONROUGE 2738, CABA, Argentina",-34.6629057081633,-58.4852152510204
"TERRADA 1932, CABA, Argentina",-34.6114834489796,-58.4797563877551
"CASEROS AV. 1999, CABA, Argentina",-34.6354349,-58.3990398
"CHILE 1240, CABA, Argentina",-34.6166231183674,-58.3835787816327
"NAHUEL HUAPI 5858, CABA, Argentina",-34.5763872285714,-58.4980218428571
"CONGRESO 2361, CABA, Argentina",-34.5553704,-58.462314
"ROSETI 2052, CABA, Argentina",-34.5816631469388,-58.4702233408163
"PAEZ 2814, CABA, Argentina",-34.6218898,-58.4723076673469
"COMBATE DE LOS POZOS 67, CABA, Argentina",-34.6100961632653,-58.3934396591837
"LLAVALLOL 4675, CABA, Argentina",-34.5905480816327,-58.5084820204082
"DORREGO 2117, CABA, Argentina",-34.5783608102041,-58.4396454510204
"ARGERICH 1640, CABA, Argentina",-34.615878313924,-58.4798623
"COSQUIN 724, CABA, Argentina",-34.6467756510204,-58.5227648795918
"GUARDIA VIEJA 4501, CABA, Argentina",-34.599876,-58.4283413
"TRIUNVIRATO AV. 5775, CABA, Argentina",-34.56512145,-58.4952734
"PINTO 3562, CABA, Argentina",-34.5532773734694,-58.4748309653061
"TONELERO 6136, CABA, Argentina",-34.6538045,-58.5284299
"PARAGUAY 1654, CABA, Argentina",-34.5986118333333,-58.3905640666667
"MANZONI 185, CABA, Argentina",-34.6396816,-58.4991342285714
"FRAY CAYETANO RODRIGUEZ 635, CABA, Argentina",-34.62268725,-58.4653728333333
"PAEZ 3264, CABA, Argentina",-34.6234472714286,-58.4780695122449
"ROSETI 1046, CABA, Argentina",-34.582083855102,-58.4575189204082
"THAMES 318, CABA, Argentina",-34.5969228428571,-58.4454593877551
"AYACUCHO 1370, CABA, Argentina",-34.5928676714286,-58.3952543755102
"ZARRAGA 3755, CABA, Argentina",-34.5772855877551,-58.4646947714286
"MEXICO 1660, CABA, Argentina",-34.6157209,-58.3897977714286
"EL SALVADOR 5761, CABA, Argentina",-34.5820142612245,-58.4369387897959
"URUGUAY 1267, CABA, Argentina",-34.5934697044386,-58.3873069435119
"RIVADAVIA AV. 6646, CABA, Argentina",-34.6204106,-58.4412692
"ALVAREZ JONTE AV. 6139, CABA, Argentina",-34.6092233,-58.4830314
"SALADILLO 3495, CABA, Argentina",-34.6749833142857,-58.4988526591837
"GARCIA DE COSSIO 7315, CABA, Argentina",-34.6526,-58.5227738571429
"GRANADEROS 372, CABA, Argentina",-34.6234467857143,-58.4610943857143
"DEHEZA 3075, CABA, Argentina",-34.5435327142857,-58.4802315714286
"PINTO 3274, CABA, Argentina",-34.5557800612245,-58.4729649795918
"CORREA 2250, CABA, Argentina",-34.5430677836735,-58.4703511061225
"BACACAY 3610, CABA, Argentina",-34.6306710857143,-58.4790538346939
"LA RIOJA 571, CABA, Argentina",-34.6171598571429,-58.408295
"TERRADA 50, CABA, Argentina",-34.6297108346939,-58.4686677326531
"CONGRESO AV. 5599, CABA, Argentina",-34.6092859,-58.3925577
"CORRIENTES AV. 2043, CABA, Argentina",-34.6041224,-58.4053431
"COMBATE DE LOS POZOS 543, CABA, Argentina",-34.6153442428571,-58.3932707714286
"MOLDES 2830, CABA, Argentina",-34.5574446142857,-58.4649312428571
"GUIDO 1914, CABA, Argentina",-34.5890929428571,-58.3912345142857
"SARMIENTO 3140, CABA, Argentina",-34.6067345795918,-58.4106336959184
"SALCEDO 2913, CABA, Argentina",-34.6316033816327,-58.405058422449
"SANCHEZ DE LORIA 671, CABA, Argentina",-34.6176288571429,-58.41284
"PARAGUAY 3734, CABA, Argentina",-34.5801091,-58.4305840769933
"CONGRESO AV. 3288, CABA, Argentina",-34.6092859,-58.3925577
"PLAZA 3448, CABA, Argentina",-34.5599540653061,-58.4832449346939
"GUEMES 4254, CABA, Argentina",-34.5838056344828,-58.4207268827586
"QUIRNO 211, CABA, Argentina",-34.6340191020408,-58.4700272653061
"HONDURAS 5681, CABA, Argentina",-34.5915288,-58.4258654
"CHILE 1614, CABA, Argentina",-34.6168645632653,-58.3892941122449
"MURILLO 974, CABA, Argentina",-34.5983763061224,-58.4464457755102
"BLANCO ENCALADA 1780, CABA, Argentina",-34.5558333,-58.4533163979592
"CARACAS 4745, CABA, Argentina",-34.5816289755102,-58.4956514897959
"REPUBLICA DE ESLOVENIA 1961, CABA, Argentina",-34.5707432959184,-58.434682044898
"AVENIDA ALVAREZ THOMAS 3134, CABA, Argentina",-34.5718839934838,-58.4829439107826
"FRAGA 1886, CABA, Argentina",-34.5827828714286,-58.4692473714286
"SANCHEZ DE LORIA 295, CABA, Argentina",-34.6135609836735,-58.4131447938776
"CASEROS AV. 3568, CABA, Argentina",-34.6354349,-58.3990398
"ALBARRACIN 1792, CABA, Argentina",-34.6374603061224,-58.4292490204082
"MACHAIN 4116, CABA, Argentina",-34.5547226857143,-58.4903117571429
"PINTO 3665, CABA, Argentina",-34.5521449918367,-58.4754869326531
"CUCHA CUCHA 1214, CABA, Argentina",-34.6078784897959,-58.451236
"MUNICH 1785, CABA, Argentina",-34.5552105428571,-58.4537564714286
"MONTEVIDEO 1632, CABA, Argentina",-34.5912834367347,-58.3876788877551
"ZUVIRIA 6870, CABA, Argentina",-34.677333,-58.4950135510204
"FRAGATA PRESIDENTE SARMIENTO 1526, CABA, Argentina",-34.6073363183673,-58.4581392816327
"AVENIDA DEL LIBERTADOR 6501, CABA, Argentina",-34.5518896,-58.4515917
"FRAY JUSTO SANTA MARIA DE ORO 2835, CABA, Argentina",-34.57551765,-58.4205757504885
"RAMALLO 3226, CABA, Argentina",-34.5459107959184,-58.4807793469388
"SAN JUAN AV. 495, CABA, Argentina",-34.622104,-58.379921
"AREVALO 1470, CABA, Argentina",-34.5829406020408,-58.4428207326531
"PICHINCHA 934, CABA, Argentina",-34.6200158959184,-58.3986370897959
"PRIMERA JUNTA 3721, CABA, Argentina",-34.6457563816327,-58.4680382755102
"MORETO 1792, CABA, Argentina",-34.6539184755102,-58.4748936979592
"BYNON 6764, CABA, Argentina",-34.6371835428571,-58.524769222449
"GALLO 78, CABA, Argentina",-34.5980173,-58.4119275
"SANCHEZ DE BUSTAMANTE 2167, CABA, Argentina",-34.5875029979592,-58.4057739591837
"ZAPIOLA 3730, CABA, Argentina",-34.5512365714286,-58.475507
"COCHABAMBA 1376, CABA, Argentina",-34.6236480755102,-58.385394577551
"DEAN FUNES 1054, CABA, Argentina",-34.622405455102,-58.4059957163265
"SAN LUIS 3066, CABA, Argentina",-34.5996389836735,-58.4081619428571
"CAFAYATE 4320, CABA, Argentina",-34.6791785061224,-58.4756661795918
"CRAMER AV. 2550, CABA, Argentina",-34.5650048,-58.4612294
"HOLMBERG 3774, CABA, Argentina",-34.5565657061224,-58.4864884816326
"AVENIDA ALVAREZ THOMAS 1751, CABA, Argentina",-34.5790174464323,-58.466581710104
"CERRITO 1168, CABA, Argentina",-34.59468454375,-58.3828738125
"PUEYRREDON AV. 676, CABA, Argentina",-34.6122947734694,-58.4421882938775
"JURAMENTO 5614, CABA, Argentina",-34.5812034673469,-58.4878315836735
"LA PAMPA 3402, CABA, Argentina",-34.5708188,-58.4642212
"MOSCONI GENERAL AV. 3230, CABA, Argentina",-34.5890148916667,-58.5064634166667
"YERBAL 550, CABA, Argentina",-34.6179997530612,-58.438819477551
"ACASSUSO 6558, CABA, Argentina",-34.649625,-58.5148325714286
"AGUILAR 2657, CABA, Argentina",-34.5712535714286,-58.4492641428571
"CIUDAD DE LA PAZ 3391, CABA, Argentina",-34.5515969326531,-58.4676320081633
"CHARLONE 1789, CABA, Argentina",-34.580485155102,-58.4670303183673
"CORVALAN 16, CABA, Argentina",-34.6391171571429,-58.5085468428571
"CORRIENTES AV. 4057, CABA, Argentina",-34.6041224,-58.4053431
"LASCANO 5860, CABA, Argentina",-34.6283018081633,-58.5171881142857
"CALIFORNIA 1354, CABA, Argentina",-34.6459221632653,-58.369134755102
"CALLAO AV. 416, CABA, Argentina",-34.6041646428571,-58.3924464285714
"PLAZA 1445, CABA, Argentina",-34.5811497,-58.3856872915888
"PUMACAHUA 22, CABA, Argentina",-34.6265067387755,-58.4550613122449
"ECHEANDIA 4156, CABA, Argentina",-34.655852077551,-58.473312677551
"AVENIDA DEL LIBERTADOR 314, CABA, Argentina",-34.5876926,-58.3838265
"CERRITO 1164, CABA, Argentina",-34.59472125625,-58.3828719208333
"RIVADAVIA AV. 10148, CABA, Argentina",-34.6204106,-58.4412692
"TACUARI 1134, CABA, Argentina",-34.621280422449,-58.3785809653061
